year,total_emissions,actor_id,emissions_id,datasource_id
2015,51624,ECCC_G10549:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10549:549300T15RIMIKZC5Q382015,ECCC_GHGRP:2022-04-14
2020,15272,ECCC_G11190:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11190:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2020,21364,ECCC_G11238:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11238:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2019,17045,ECCC_G11238:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11238:549300T15RIMIKZC5Q382019,ECCC_GHGRP:2022-04-14
2018,34043,ECCC_G11238:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11238:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2017,44483,ECCC_G11238:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11238:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2020,10157,ECCC_G11328:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11328:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2019,10882,ECCC_G11328:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11328:549300T15RIMIKZC5Q382019,ECCC_GHGRP:2022-04-14
2018,14691,ECCC_G11328:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11328:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2017,13546,ECCC_G11328:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G11328:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2020,2455119,ECCC_G12148:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G12148:549300T15RIMIKZC5Q382020,ECCC_GHGRP:2022-04-14
2019,2399866,ECCC_G12148:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G12148:549300T15RIMIKZC5Q382019,ECCC_GHGRP:2022-04-14
2013,106319,ECCC_G10744:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10744:549300T15RIMIKZC5Q382013,ECCC_GHGRP:2022-04-14
2018,63077,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2017,60074,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2016,67653,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382016,ECCC_GHGRP:2022-04-14
2015,53709,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382015,ECCC_GHGRP:2022-04-14
2013,60609,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382013,ECCC_GHGRP:2022-04-14
2012,63370,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382012,ECCC_GHGRP:2022-04-14
2011,63851,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382011,ECCC_GHGRP:2022-04-14
2010,73775,ECCC_G10429:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10429:549300T15RIMIKZC5Q382010,ECCC_GHGRP:2022-04-14
2020,63525,ECCC_G10869:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G10869:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2020,65266,ECCC_G10870:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G10870:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2020,18302,ECCC_G11283:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11283:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2020,23534,ECCC_G11393:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11393:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2020,44916,ECCC_G11462:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11462:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2020,18245,ECCC_G12365:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G12365:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2020,10230,ECCC_G12432:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G12432:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2019,65712,ECCC_G10869:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G10869:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2019,64599,ECCC_G10870:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G10870:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2019,15444,ECCC_G11283:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11283:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2019,33823,ECCC_G11393:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11393:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2019,48907,ECCC_G11462:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11462:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2018,120183,ECCC_G10341:5493002HWKHG11IPOG10,ECCC_GHGRP:ECCC_G10341:5493002HWKHG11IPOG102018,ECCC_GHGRP:2022-04-14
2017,49104,ECCC_G10341:5493002HWKHG11IPOG10,ECCC_GHGRP:ECCC_G10341:5493002HWKHG11IPOG102017,ECCC_GHGRP:2022-04-14
2009,15234,ECCC_G10341:5493002HWKHG11IPOG10,ECCC_GHGRP:ECCC_G10341:5493002HWKHG11IPOG102009,ECCC_GHGRP:2022-04-14
2008,18153,ECCC_G10341:5493002HWKHG11IPOG10,ECCC_GHGRP:ECCC_G10341:5493002HWKHG11IPOG102008,ECCC_GHGRP:2022-04-14
2007,17552,ECCC_G10341:5493002HWKHG11IPOG10,ECCC_GHGRP:ECCC_G10341:5493002HWKHG11IPOG102007,ECCC_GHGRP:2022-04-14
2006,17975,ECCC_G10341:5493002HWKHG11IPOG10,ECCC_GHGRP:ECCC_G10341:5493002HWKHG11IPOG102006,ECCC_GHGRP:2022-04-14
2005,17701,ECCC_G10341:5493002HWKHG11IPOG10,ECCC_GHGRP:ECCC_G10341:5493002HWKHG11IPOG102005,ECCC_GHGRP:2022-04-14
2010,103740,ECCC_G10130:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10130:08IRJODWFYBI7QWRGS312010,ECCC_GHGRP:2022-04-14
2009,100927,ECCC_G10130:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10130:08IRJODWFYBI7QWRGS312009,ECCC_GHGRP:2022-04-14
2008,107942,ECCC_G10130:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10130:08IRJODWFYBI7QWRGS312008,ECCC_GHGRP:2022-04-14
2007,116934,ECCC_G10130:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10130:08IRJODWFYBI7QWRGS312007,ECCC_GHGRP:2022-04-14
2006,110472,ECCC_G10130:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10130:08IRJODWFYBI7QWRGS312006,ECCC_GHGRP:2022-04-14
2005,137639,ECCC_G10130:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10130:08IRJODWFYBI7QWRGS312005,ECCC_GHGRP:2022-04-14
2004,132495,ECCC_G10130:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10130:08IRJODWFYBI7QWRGS312004,ECCC_GHGRP:2022-04-14
2018,97865,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2017,107683,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2016,95806,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382016,ECCC_GHGRP:2022-04-14
2015,90346,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382015,ECCC_GHGRP:2022-04-14
2014,88962,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382014,ECCC_GHGRP:2022-04-14
2013,84521,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382013,ECCC_GHGRP:2022-04-14
2012,70545,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382012,ECCC_GHGRP:2022-04-14
2011,70858,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382011,ECCC_GHGRP:2022-04-14
2010,70259,ECCC_G10430:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10430:549300T15RIMIKZC5Q382010,ECCC_GHGRP:2022-04-14
2018,717307,ECCC_G10744:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10744:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2017,706792,ECCC_G10744:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10744:549300T15RIMIKZC5Q382017,ECCC_GHGRP:2022-04-14
2016,700319,ECCC_G10744:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10744:549300T15RIMIKZC5Q382016,ECCC_GHGRP:2022-04-14
2018,10526,ECCC_G12021:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G12021:549300T15RIMIKZC5Q382018,ECCC_GHGRP:2022-04-14
2019,13510,ECCC_G12223:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G12223:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2020,32711,ECCC_G11363:549300ZX1Z8QGWASPX54,ECCC_GHGRP:ECCC_G11363:549300ZX1Z8QGWASPX542020,ECCC_GHGRP:2022-04-14
2019,33033,ECCC_G11363:549300ZX1Z8QGWASPX54,ECCC_GHGRP:ECCC_G11363:549300ZX1Z8QGWASPX542019,ECCC_GHGRP:2022-04-14
2018,33320,ECCC_G11363:549300ZX1Z8QGWASPX54,ECCC_GHGRP:ECCC_G11363:549300ZX1Z8QGWASPX542018,ECCC_GHGRP:2022-04-14
2017,33683,ECCC_G11363:549300ZX1Z8QGWASPX54,ECCC_GHGRP:ECCC_G11363:549300ZX1Z8QGWASPX542017,ECCC_GHGRP:2022-04-14
2020,12472,ECCC_G11473:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11473:CZ72ZHBVKZXQRV3XFE262020,ECCC_GHGRP:2022-04-14
2019,12380,ECCC_G11473:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11473:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2020,58460,ECCC_G11443:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11443:549300MG32TDSM60SX752020,ECCC_GHGRP:2022-04-14
2020,56305,ECCC_G11476:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11476:549300MG32TDSM60SX752020,ECCC_GHGRP:2022-04-14
2020,31467,ECCC_G12339:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G12339:549300MG32TDSM60SX752020,ECCC_GHGRP:2022-04-14
2019,65214,ECCC_G11443:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11443:549300MG32TDSM60SX752019,ECCC_GHGRP:2022-04-14
2019,68859,ECCC_G11476:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11476:549300MG32TDSM60SX752019,ECCC_GHGRP:2022-04-14
2018,62517,ECCC_G11443:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11443:549300MG32TDSM60SX752018,ECCC_GHGRP:2022-04-14
2018,80639,ECCC_G11476:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11476:549300MG32TDSM60SX752018,ECCC_GHGRP:2022-04-14
2017,57251,ECCC_G11443:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11443:549300MG32TDSM60SX752017,ECCC_GHGRP:2022-04-14
2017,47099,ECCC_G11476:549300MG32TDSM60SX75,ECCC_GHGRP:ECCC_G11476:549300MG32TDSM60SX752017,ECCC_GHGRP:2022-04-14
2016,63819,ECCC_G10428:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10428:549300T15RIMIKZC5Q382016,ECCC_GHGRP:2022-04-14
2013,61151,ECCC_G10428:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10428:549300T15RIMIKZC5Q382013,ECCC_GHGRP:2022-04-14
2012,71014,ECCC_G10428:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10428:549300T15RIMIKZC5Q382012,ECCC_GHGRP:2022-04-14
2012,61474,ECCC_G10431:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10431:549300T15RIMIKZC5Q382012,ECCC_GHGRP:2022-04-14
2011,69473,ECCC_G10428:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10428:549300T15RIMIKZC5Q382011,ECCC_GHGRP:2022-04-14
2011,65932,ECCC_G10431:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10431:549300T15RIMIKZC5Q382011,ECCC_GHGRP:2022-04-14
2010,68327,ECCC_G10428:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10428:549300T15RIMIKZC5Q382010,ECCC_GHGRP:2022-04-14
2010,73801,ECCC_G10431:549300T15RIMIKZC5Q38,ECCC_GHGRP:ECCC_G10431:549300T15RIMIKZC5Q382010,ECCC_GHGRP:2022-04-14
2020,54874,ECCC_G11139:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11139:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,98483,ECCC_G12223:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G12223:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,86298,ECCC_G12313:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G12313:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2019,22692,ECCC_G11138:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11138:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,14507,ECCC_G11139:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11139:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2018,31474,ECCC_G11138:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11138:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,13793,ECCC_G11139:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11139:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2017,27457,ECCC_G11138:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11138:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,13125,ECCC_G11139:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11139:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2019,32819,ECCC_G11376:CZ72ZHBVKZXQRV3XFE26,ECCC_GHGRP:ECCC_G11376:CZ72ZHBVKZXQRV3XFE262019,ECCC_GHGRP:2022-04-14
2019,10003,ECCC_G11370:5493007C77EEJ03RCD29,ECCC_GHGRP:ECCC_G11370:5493007C77EEJ03RCD292019,ECCC_GHGRP:2022-04-14
2017,10014,ECCC_G11370:5493007C77EEJ03RCD29,ECCC_GHGRP:ECCC_G11370:5493007C77EEJ03RCD292017,ECCC_GHGRP:2022-04-14
2010,17151,ECCC_G10651:08IRJODWFYBI7QWRGS31,ECCC_GHGRP:ECCC_G10651:08IRJODWFYBI7QWRGS312010,ECCC_GHGRP:2022-04-14
2020,1095763,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,425694,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,33483,ECCC_G10389:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10389:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,95723,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,132874,ECCC_G10780:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10780:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,213991,ECCC_G10841:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10841:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,238865,ECCC_G10842:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10842:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,92845,ECCC_G11495:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11495:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2020,214156,ECCC_G11948:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11948:5493009UL1CFLQ2GMZ462020,ECCC_GHGRP:2022-04-14
2019,1184592,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,11366,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,487361,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,36502,ECCC_G10389:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10389:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,90059,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,239095,ECCC_G10841:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10841:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,236587,ECCC_G10842:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10842:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,115150,ECCC_G11495:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11495:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2019,201296,ECCC_G11948:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11948:5493009UL1CFLQ2GMZ462019,ECCC_GHGRP:2022-04-14
2018,1090253,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,143359,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,464593,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,34661,ECCC_G10389:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10389:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,88948,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,126346,ECCC_G10780:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10780:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,225117,ECCC_G10841:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10841:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,245447,ECCC_G10842:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10842:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2018,120566,ECCC_G11495:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11495:5493009UL1CFLQ2GMZ462018,ECCC_GHGRP:2022-04-14
2017,1041154,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,499257,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,255608,ECCC_G10841:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10841:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,238766,ECCC_G10842:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10842:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,220416,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,117809,ECCC_G11495:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G11495:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,115012,ECCC_G10780:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10780:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,89421,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2017,35786,ECCC_G10389:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10389:5493009UL1CFLQ2GMZ462017,ECCC_GHGRP:2022-04-14
2016,1125675,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2016,198061,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2016,527821,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2016,94218,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2016,115227,ECCC_G10780:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10780:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2016,174814,ECCC_G10841:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10841:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2016,113169,ECCC_G10842:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10842:5493009UL1CFLQ2GMZ462016,ECCC_GHGRP:2022-04-14
2015,1199398,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462015,ECCC_GHGRP:2022-04-14
2015,223167,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462015,ECCC_GHGRP:2022-04-14
2015,486769,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462015,ECCC_GHGRP:2022-04-14
2015,91463,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462015,ECCC_GHGRP:2022-04-14
2014,1166438,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462014,ECCC_GHGRP:2022-04-14
2014,200290,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462014,ECCC_GHGRP:2022-04-14
2014,439299,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462014,ECCC_GHGRP:2022-04-14
2014,93147,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462014,ECCC_GHGRP:2022-04-14
2013,1245703,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462013,ECCC_GHGRP:2022-04-14
2013,241964,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462013,ECCC_GHGRP:2022-04-14
2013,429257,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462013,ECCC_GHGRP:2022-04-14
2013,89324,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462013,ECCC_GHGRP:2022-04-14
2012,1053200,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462012,ECCC_GHGRP:2022-04-14
2012,238624,ECCC_G10224:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10224:5493009UL1CFLQ2GMZ462012,ECCC_GHGRP:2022-04-14
2012,413198,ECCC_G10329:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10329:5493009UL1CFLQ2GMZ462012,ECCC_GHGRP:2022-04-14
2012,95470,ECCC_G10475:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10475:5493009UL1CFLQ2GMZ462012,ECCC_GHGRP:2022-04-14
2011,1032053,ECCC_G10147:5493009UL1CFLQ2GMZ46,ECCC_GHGRP:ECCC_G10147:5493009UL1CFLQ2GMZ462011,ECCC_GHGRP:2022-04-14
