item,iso31662,population,populationYear
http://www.wikidata.org/entity/Q3509893,SI-206,3296,2017
http://www.wikidata.org/entity/Q3509893,SI-206,3462,2020
http://www.wikidata.org/entity/Q3509893,SI-206,3507,2020
http://www.wikidata.org/entity/Q3661628,SI-004,5360,2020
http://www.wikidata.org/entity/Q3661628,SI-004,5103,2018
http://www.wikidata.org/entity/Q3661628,SI-004,5118,2019
http://www.wikidata.org/entity/Q3661628,SI-004,5125,2018
http://www.wikidata.org/entity/Q3661628,SI-004,5138,2017
http://www.wikidata.org/entity/Q3661628,SI-004,5145,2020
http://www.wikidata.org/entity/Q3661628,SI-004,5149,2017
http://www.wikidata.org/entity/Q4859821,ME-13,8628,2017
http://www.wikidata.org/entity/Q3551781,US-DC,689545,2020
http://www.wikidata.org/entity/Q6558667,GB-LBC,144381,2018
http://www.wikidata.org/entity/Q4086488,ME-04,43468,2017
http://www.wikidata.org/entity/Q6841059,GB-MEA,138773,2018
http://www.wikidata.org/entity/Q3346841,SI-108,7002,2020
http://www.wikidata.org/entity/Q3484655,SI-054,25802,2017
http://www.wikidata.org/entity/Q3484655,SI-054,25833,2018
http://www.wikidata.org/entity/Q3484655,SI-054,25844,2018
http://www.wikidata.org/entity/Q3484655,SI-054,25853,2017
http://www.wikidata.org/entity/Q3484655,SI-054,26078,2020
http://www.wikidata.org/entity/Q3484655,SI-054,26117,2019
http://www.wikidata.org/entity/Q3484655,SI-054,26224,2020
http://www.wikidata.org/entity/Q3502521,SI-106,4971,2020
http://www.wikidata.org/entity/Q1160841,CZ-313,89283,2022
http://www.wikidata.org/entity/Q1160841,CZ-313,90279,2021
http://www.wikidata.org/entity/Q1160841,CZ-313,90653,2019
http://www.wikidata.org/entity/Q1160841,CZ-313,90692,2020
http://www.wikidata.org/entity/Q1160841,CZ-313,90835,2018
http://www.wikidata.org/entity/Q1160841,CZ-313,91125,2017
http://www.wikidata.org/entity/Q1781723,KE-29,1056640,2019
http://www.wikidata.org/entity/Q1920815,LV-104,3543,2019
http://www.wikidata.org/entity/Q1920815,LV-104,3555,2020
http://www.wikidata.org/entity/Q1920815,LV-104,3614,2021
http://www.wikidata.org/entity/Q1920815,LV-104,3696,2017
http://www.wikidata.org/entity/Q1315953,SA-07,910030,2017
http://www.wikidata.org/entity/Q1813849,LT-49,22932,2020
http://www.wikidata.org/entity/Q1579076,LV-054,16301,2019
http://www.wikidata.org/entity/Q1579076,LV-054,16507,2020
http://www.wikidata.org/entity/Q1579076,LV-054,16571,2017
http://www.wikidata.org/entity/Q1579076,LV-054,16744,2021
http://www.wikidata.org/entity/Q1579113,LV-041,21738,2020
http://www.wikidata.org/entity/Q1579113,LV-041,22011,2019
http://www.wikidata.org/entity/Q1579113,LV-041,22021,2021
http://www.wikidata.org/entity/Q1579113,LV-041,22443,2017
http://www.wikidata.org/entity/Q1950456,LV-066,3100,2020
http://www.wikidata.org/entity/Q1950456,LV-066,3113,2021
http://www.wikidata.org/entity/Q1950456,LV-066,3152,2019
http://www.wikidata.org/entity/Q1950456,LV-066,3278,2017
http://www.wikidata.org/entity/Q1461972,LT-17,11337,2020
http://www.wikidata.org/entity/Q1461920,LT-34,22816,2020
http://www.wikidata.org/entity/Q1232324,IS-DJU,452,2017
http://www.wikidata.org/entity/Q1232324,IS-DJU,461,2018
http://www.wikidata.org/entity/Q1232324,IS-DJU,472,2019
http://www.wikidata.org/entity/Q1490045,CZ-107,44442,2021
http://www.wikidata.org/entity/Q1490045,CZ-107,45786,2020
http://www.wikidata.org/entity/Q1016698,SI-174,5054,2017
http://www.wikidata.org/entity/Q1016698,SI-174,5068,2018
http://www.wikidata.org/entity/Q1016698,SI-174,5103,2020
http://www.wikidata.org/entity/Q1124125,EC-SE,375646,2017
http://www.wikidata.org/entity/Q1124125,EC-SE,384102,2018
http://www.wikidata.org/entity/Q1124125,EC-SE,392611,2019
http://www.wikidata.org/entity/Q1124125,EC-SE,401178,2020
http://www.wikidata.org/entity/Q27016209,IS-SSS,483,2022
http://www.wikidata.org/entity/Q326203,PT-03,181919,2018
http://www.wikidata.org/entity/Q48804004,GH-OT,742700,2019
http://www.wikidata.org/entity/Q56407178,NO-30,1248826,2020
http://www.wikidata.org/entity/Q2982948,FR-6AE,1889589,2017
http://www.wikidata.org/entity/Q1652058,IS-HUV,1174,2017
http://www.wikidata.org/entity/Q1652058,IS-HUV,1181,2019
http://www.wikidata.org/entity/Q1652058,IS-HUV,1193,2018
http://www.wikidata.org/entity/Q21885994,GB-NGM,331069,2018
http://www.wikidata.org/entity/Q55231693,GB-DOR,376484,2018
http://www.wikidata.org/entity/Q112288159,IS-HUN,1322,2021
http://www.wikidata.org/entity/Q31866835,KI-L,11279,2020
http://www.wikidata.org/entity/Q97230083,LV-111,25927,2021
http://www.wikidata.org/entity/Q97230452,LV-112,33364,2021
http://www.wikidata.org/entity/Q97233086,LV-113,51370,2021
http://www.wikidata.org/entity/Q21525592,GB-MAN,547627,2018
http://www.wikidata.org/entity/Q21525592,GB-MAN,555741,2020
http://www.wikidata.org/entity/Q21163036,GB-SLG,149112,2018
http://www.wikidata.org/entity/Q13378453,SI-194,5545,2017
http://www.wikidata.org/entity/Q13378453,SI-194,5546,2017
http://www.wikidata.org/entity/Q13378453,SI-194,5565,2018
http://www.wikidata.org/entity/Q13378453,SI-194,5575,2018
http://www.wikidata.org/entity/Q13378453,SI-194,5629,2019
http://www.wikidata.org/entity/Q13378453,SI-194,5642,2020
http://www.wikidata.org/entity/Q13378453,SI-194,5672,2020
http://www.wikidata.org/entity/Q13378243,SI-130,12605,2017
http://www.wikidata.org/entity/Q13378243,SI-130,12662,2018
http://www.wikidata.org/entity/Q13378243,SI-130,13018,2019
http://www.wikidata.org/entity/Q13378243,SI-130,13133,2020
http://www.wikidata.org/entity/Q13378243,SI-130,13262,2020
http://www.wikidata.org/entity/Q18678265,FR-OCC,5845102,2017
http://www.wikidata.org/entity/Q18678265,FR-OCC,5885496,2018
http://www.wikidata.org/entity/Q18678265,FR-OCC,5933185,2019
http://www.wikidata.org/entity/Q21694636,GB-BKM,540059,2018
http://www.wikidata.org/entity/Q1012419,CN-XZ-03,760966,2020
http://www.wikidata.org/entity/Q44593337,GL-QT,6176,2021
http://www.wikidata.org/entity/Q44593337,GL-QT,6504,2017
http://www.wikidata.org/entity/Q488948,NO-1124,27153,2020
http://www.wikidata.org/entity/Q488948,NO-1124,27457,2021
http://www.wikidata.org/entity/Q488948,NO-1124,27568,2022
http://www.wikidata.org/entity/Q107356467,ES-IB,1149460,2019
http://www.wikidata.org/entity/Q812,US-FL,21538187,2020
http://www.wikidata.org/entity/Q21683230,GB-STH,252796,2018
http://www.wikidata.org/entity/Q824,US-OR,4237256,2020
http://www.wikidata.org/entity/Q21694695,GB-DEV,795286,2018
http://www.wikidata.org/entity/Q13378155,SI-114,14781,2017
http://www.wikidata.org/entity/Q13378155,SI-114,14848,2018
http://www.wikidata.org/entity/Q13378155,SI-114,14912,2018
http://www.wikidata.org/entity/Q13378155,SI-114,14993,2019
http://www.wikidata.org/entity/Q13378155,SI-114,15161,2020
http://www.wikidata.org/entity/Q797,US-AK,733391,2020
http://www.wikidata.org/entity/Q1207,US-ND,779094,2020
http://www.wikidata.org/entity/Q1212,US-MT,1084225,2020
http://www.wikidata.org/entity/Q54366459,GB-BCP,395784,2018
http://www.wikidata.org/entity/Q56405721,NO-38,417711,2019
http://www.wikidata.org/entity/Q24076693,CL-NB,480609,2017
http://www.wikidata.org/entity/Q15216433,KE-05,454480,2019
http://www.wikidata.org/entity/Q1027245,SI-107,3047,2018
http://www.wikidata.org/entity/Q1027245,SI-107,3051,2017
http://www.wikidata.org/entity/Q1027245,SI-107,3094,2019
http://www.wikidata.org/entity/Q1027245,SI-107,3105,2020
http://www.wikidata.org/entity/Q48928,NO-1251,3867,2022
http://www.wikidata.org/entity/Q48928,NO-1251,3918,2021
http://www.wikidata.org/entity/Q48928,NO-1251,3977,2020
http://www.wikidata.org/entity/Q885656,GT-06,396607,2018
http://www.wikidata.org/entity/Q888307,GT-11,326828,2018
http://www.wikidata.org/entity/Q885644,GT-08,418569,2018
http://www.wikidata.org/entity/Q883734,GT-10,554695,2018
http://www.wikidata.org/entity/Q753037,GT-20,415063,2018
http://www.wikidata.org/entity/Q113438,NO-0515,3570,2020
http://www.wikidata.org/entity/Q113438,NO-0515,3564,2021
http://www.wikidata.org/entity/Q113438,NO-0515,3591,2022
http://www.wikidata.org/entity/Q3393445,LV-007,13861,2021
http://www.wikidata.org/entity/Q3393445,LV-007,13895,2020
http://www.wikidata.org/entity/Q3393445,LV-007,14153,2019
http://www.wikidata.org/entity/Q3393445,LV-007,14896,2017
http://www.wikidata.org/entity/Q178136,GT-07,421583,2018
http://www.wikidata.org/entity/Q883907,GT-12,1032277,2018
http://www.wikidata.org/entity/Q466061,GT-17,622409,2021
http://www.wikidata.org/entity/Q765984,GT-22,488395,2018
http://www.wikidata.org/entity/Q765975,GT-04,615776,2018
http://www.wikidata.org/entity/Q780784,GT-19,245374,2018
http://www.wikidata.org/entity/Q10996863,GB-SWA,246466,2018
http://www.wikidata.org/entity/Q695660,GT-01,3015081,2018
http://www.wikidata.org/entity/Q795591,GT-02,176632,2018
http://www.wikidata.org/entity/Q504647,GT-15,299476,2018
http://www.wikidata.org/entity/Q795441,GT-21,342923,2018
http://www.wikidata.org/entity/Q508804,GT-03,330469,2018
http://www.wikidata.org/entity/Q90,FR-75C,2165423,2019
http://www.wikidata.org/entity/Q90,FR-75C,2187526,2017
http://www.wikidata.org/entity/Q795587,GT-05,733181,2018
http://www.wikidata.org/entity/Q510761,GE-44,61305,2018
http://www.wikidata.org/entity/Q2558824,LT-59,18250,2020
http://www.wikidata.org/entity/Q504637,GT-16,1355134,2021
http://www.wikidata.org/entity/Q13378243,SI-130,12522,2017
http://www.wikidata.org/entity/Q13378243,SI-130,12839,2018
http://www.wikidata.org/entity/Q174868,NO-030106,34596,2020
http://www.wikidata.org/entity/Q669802,GT-14,1081964,2021
http://www.wikidata.org/entity/Q693658,GT-18,408688,2018
http://www.wikidata.org/entity/Q12956644,GB-SHF,582506,2018
http://www.wikidata.org/entity/Q2337266,LV-034,8353,2020
http://www.wikidata.org/entity/Q2337266,LV-034,8359,2019
http://www.wikidata.org/entity/Q2337266,LV-034,8411,2021
http://www.wikidata.org/entity/Q2337266,LV-034,8455,2017
http://www.wikidata.org/entity/Q2337298,LV-035,9405,2017
http://www.wikidata.org/entity/Q2337298,LV-035,9708,2019
http://www.wikidata.org/entity/Q2337298,LV-035,9888,2020
http://www.wikidata.org/entity/Q2337298,LV-035,9967,2021
http://www.wikidata.org/entity/Q2594690,GB-HPL,93242,2018
http://www.wikidata.org/entity/Q844502,GT-09,799101,2018
http://www.wikidata.org/entity/Q3738564,ME-19,14774,2017
http://www.wikidata.org/entity/Q842266,GT-13,1170669,2018
http://www.wikidata.org/entity/Q2357511,GB-DND,148710,2017
http://www.wikidata.org/entity/Q2357511,GB-DND,148750,2018
http://www.wikidata.org/entity/Q2357511,GB-DND,149320,2019
http://www.wikidata.org/entity/Q2485015,LV-003,8057,2020
http://www.wikidata.org/entity/Q2485015,LV-003,8083,2021
http://www.wikidata.org/entity/Q2485015,LV-003,8192,2019
http://www.wikidata.org/entity/Q2485015,LV-003,8534,2017
http://www.wikidata.org/entity/Q5054638,GB-CCG,144246,2018
http://www.wikidata.org/entity/Q2604068,ME-02,43693,2017
http://www.wikidata.org/entity/Q1867,TW-TPE,2603150,2020
http://www.wikidata.org/entity/Q1118,BE-VBR,1138489,2018
http://www.wikidata.org/entity/Q1116,BE-VAN,1847486,2018
http://www.wikidata.org/entity/Q1867,TW-TPE,2689845,2017
http://www.wikidata.org/entity/Q1867,TW-TPE,2690813,2017
http://www.wikidata.org/entity/Q1899,UA-30,2928193,2017
http://www.wikidata.org/entity/Q1899,UA-30,2935239,2018
http://www.wikidata.org/entity/Q1899,UA-30,2963199,2020
http://www.wikidata.org/entity/Q1123208,EC-SD,458580,2020
http://www.wikidata.org/entity/Q1016831,SI-205,1988,2020
http://www.wikidata.org/entity/Q1016831,SI-205,1998,2019
http://www.wikidata.org/entity/Q1016831,SI-205,2006,2017
http://www.wikidata.org/entity/Q1016831,SI-205,2007,2020
http://www.wikidata.org/entity/Q1016831,SI-205,2011,2018
http://www.wikidata.org/entity/Q1016831,SI-205,2016,2017
http://www.wikidata.org/entity/Q1016831,SI-205,2019,2018
http://www.wikidata.org/entity/Q1123208,EC-SD,434849,2017
http://www.wikidata.org/entity/Q1123208,EC-SD,442788,2018
http://www.wikidata.org/entity/Q1123208,EC-SD,450694,2019
http://www.wikidata.org/entity/Q1023041,LT-01,18764,2020
http://www.wikidata.org/entity/Q97229842,LV-002,29367,2021
http://www.wikidata.org/entity/Q1973,CA-BC,4841078,2017
http://www.wikidata.org/entity/Q392468,SI-127,4242,2017
http://www.wikidata.org/entity/Q392468,SI-127,4256,2017
http://www.wikidata.org/entity/Q392468,SI-127,4257,2018
http://www.wikidata.org/entity/Q392468,SI-127,4332,2018
http://www.wikidata.org/entity/Q392468,SI-127,4511,2020
http://www.wikidata.org/entity/Q392468,SI-127,4529,2020
http://www.wikidata.org/entity/Q392468,SI-127,4576,2019
http://www.wikidata.org/entity/Q220663,IS-7,13173,2020
http://www.wikidata.org/entity/Q1171024,GB-DAL,106566,2018
http://www.wikidata.org/entity/Q1137286,GB-DUR,526980,2018
http://www.wikidata.org/entity/Q1157787,IS-DAB,667,2018
http://www.wikidata.org/entity/Q1157787,IS-DAB,673,2017
http://www.wikidata.org/entity/Q1157787,IS-DAB,673,2019
http://www.wikidata.org/entity/Q1158104,IS-DAV,1880,2018
http://www.wikidata.org/entity/Q1158104,IS-DAV,1831,2017
http://www.wikidata.org/entity/Q1158104,IS-DAV,1905,2019
http://www.wikidata.org/entity/Q1758432,GB-WOK,167979,2018
http://www.wikidata.org/entity/Q1160841,CZ-313,87256,2021
http://www.wikidata.org/entity/Q550021,LU-WI,16735,2018
http://www.wikidata.org/entity/Q550021,LU-WI,17148,2019
http://www.wikidata.org/entity/Q550021,LU-WI,17632,2020
http://www.wikidata.org/entity/Q550021,LU-WI,18197,2021
http://www.wikidata.org/entity/Q550021,LU-WI,18648,2022
http://www.wikidata.org/entity/Q556206,SI-035,4371,2017
http://www.wikidata.org/entity/Q556206,SI-035,4389,2017
http://www.wikidata.org/entity/Q556206,SI-035,4402,2018
http://www.wikidata.org/entity/Q556206,SI-035,4426,2018
http://www.wikidata.org/entity/Q556206,SI-035,4534,2019
http://www.wikidata.org/entity/Q556206,SI-035,4604,2020
http://www.wikidata.org/entity/Q556206,SI-035,4671,2020
http://www.wikidata.org/entity/Q569453,SC-02,4093,2019
http://www.wikidata.org/entity/Q570618,SI-018,2640,2020
http://www.wikidata.org/entity/Q570618,SI-018,2538,2017
http://www.wikidata.org/entity/Q570618,SI-018,2544,2017
http://www.wikidata.org/entity/Q570618,SI-018,2554,2018
http://www.wikidata.org/entity/Q570618,SI-018,2583,2018
http://www.wikidata.org/entity/Q570618,SI-018,2617,2019
http://www.wikidata.org/entity/Q570618,SI-018,2643,2020
http://www.wikidata.org/entity/Q1223,US-WA,7705281,2020
http://www.wikidata.org/entity/Q1273,IT-52,3729641,2019
http://www.wikidata.org/entity/Q956,CN-BJ,21893095,2020
http://www.wikidata.org/entity/Q1202,DE-SN,4060372,2022
http://www.wikidata.org/entity/Q1202,DE-SN,4077937,2018
http://www.wikidata.org/entity/Q956,CN-BJ,21710000,2017
http://www.wikidata.org/entity/Q956,CN-BJ,21890000,2020
http://www.wikidata.org/entity/Q1443,IT-67,304285,2019
http://www.wikidata.org/entity/Q960,RU-TY,321722,2018
http://www.wikidata.org/entity/Q960,RU-TY,330368,2021
http://www.wikidata.org/entity/Q1243,IT-34,4905854,2019
http://www.wikidata.org/entity/Q1243,IT-34,4869830,2021
http://www.wikidata.org/entity/Q1435,HR-21,802588,2018
http://www.wikidata.org/entity/Q1435,HR-21,809268,2020
http://www.wikidata.org/entity/Q1210,IT-25,10067494,2019
http://www.wikidata.org/entity/Q12062190,SI-197,2432,2020
http://www.wikidata.org/entity/Q12062190,SI-197,2437,2018
http://www.wikidata.org/entity/Q724,US-ME,1362359,2020
http://www.wikidata.org/entity/Q1282,IT-62,5879082,2019
http://www.wikidata.org/entity/Q1279,IT-57,1522608,2019
http://www.wikidata.org/entity/Q1581,US-MO,6154913,2020
http://www.wikidata.org/entity/Q1255,RS-KM,1808195,2018
http://www.wikidata.org/entity/Q1458,IT-78,1947131,2019
http://www.wikidata.org/entity/Q1439,US-TX,28995881,2020
http://www.wikidata.org/entity/Q1439,US-TX,29145505,2020
http://www.wikidata.org/entity/Q1466462,EE-39,9315,2020
http://www.wikidata.org/entity/Q1466462,EE-39,9335,2017
http://www.wikidata.org/entity/Q1466462,EE-39,9381,2021
http://www.wikidata.org/entity/Q1466462,EE-39,9387,2018
http://www.wikidata.org/entity/Q1466462,EE-39,9387,2019
http://www.wikidata.org/entity/Q3441796,SI-202,1902,2020
http://www.wikidata.org/entity/Q1471266,SA-12,508475,2017
http://www.wikidata.org/entity/Q1120443,GB-NTY,205985,2018
http://www.wikidata.org/entity/Q1136118,GB-TOB,135780,2018
http://www.wikidata.org/entity/Q1499046,KE-09,268002,2019
http://www.wikidata.org/entity/Q1755961,LT-37,34995,2020
http://www.wikidata.org/entity/Q1721867,KE-11,1867579,2019
http://www.wikidata.org/entity/Q1800699,KE-20,518560,2019
http://www.wikidata.org/entity/Q107398,IS-AKN,7051,2017
http://www.wikidata.org/entity/Q107398,IS-AKN,7259,2018
http://www.wikidata.org/entity/Q107398,IS-AKN,7411,2019
http://www.wikidata.org/entity/Q1808143,SI-198,2013,2018
http://www.wikidata.org/entity/Q1808143,SI-198,2019,2018
http://www.wikidata.org/entity/Q1808143,SI-198,2025,2017
http://www.wikidata.org/entity/Q1808143,SI-198,2042,2020
http://www.wikidata.org/entity/Q1587261,SI-171,4100,2018
http://www.wikidata.org/entity/Q1587261,SI-171,4130,2019
http://www.wikidata.org/entity/Q1587261,SI-171,4097,2017
http://www.wikidata.org/entity/Q1587261,SI-171,4099,2017
http://www.wikidata.org/entity/Q1587261,SI-171,4123,2018
http://www.wikidata.org/entity/Q1587261,SI-171,4137,2020
http://www.wikidata.org/entity/Q1587261,SI-171,4146,2020
http://www.wikidata.org/entity/Q833856,CZ-413,85200,2022
http://www.wikidata.org/entity/Q833856,CZ-413,83987,2021
http://www.wikidata.org/entity/Q833856,CZ-413,87503,2021
http://www.wikidata.org/entity/Q833856,CZ-413,88212,2020
http://www.wikidata.org/entity/Q833856,CZ-413,88342,2019
http://www.wikidata.org/entity/Q833856,CZ-413,88795,2018
http://www.wikidata.org/entity/Q833856,CZ-413,89127,2017
http://www.wikidata.org/entity/Q838292,CZ-424,84956,2021
http://www.wikidata.org/entity/Q838292,CZ-424,85381,2022
http://www.wikidata.org/entity/Q838292,CZ-424,86346,2017
http://www.wikidata.org/entity/Q838292,CZ-424,86364,2021
http://www.wikidata.org/entity/Q838292,CZ-424,86372,2018
http://www.wikidata.org/entity/Q838292,CZ-424,86486,2019
http://www.wikidata.org/entity/Q838292,CZ-424,86691,2020
http://www.wikidata.org/entity/Q838329,CZ-531,104035,2017
http://www.wikidata.org/entity/Q779855,SA-14,2211875,2017
http://www.wikidata.org/entity/Q748065,GB-CAY,181019,2018
http://www.wikidata.org/entity/Q769940,LT-03,25887,2020
http://www.wikidata.org/entity/Q691793,LU-CL,17631,2017
http://www.wikidata.org/entity/Q691793,LU-CL,18081,2018
http://www.wikidata.org/entity/Q691793,LU-CL,18936,2020
http://www.wikidata.org/entity/Q691793,LU-CL,19382,2021
http://www.wikidata.org/entity/Q691793,LU-CL,20016,2022
http://www.wikidata.org/entity/Q817960,GB-RCT,240131,2018
http://www.wikidata.org/entity/Q1899,UA-30,2967000,2020
http://www.wikidata.org/entity/Q6407,RU-YAN,547010,2021
http://www.wikidata.org/entity/Q12404,CH-UR,36433,2018
http://www.wikidata.org/entity/Q9679,GB-IOW,141538,2018
http://www.wikidata.org/entity/Q9679,GB-IOW,142296,2020
http://www.wikidata.org/entity/Q6407,RU-YAN,538547,2018
http://www.wikidata.org/entity/Q6407,RU-YAN,544444,2020
http://www.wikidata.org/entity/Q12730,FR-70,235313,2019
http://www.wikidata.org/entity/Q12730,FR-70,236018,2018
http://www.wikidata.org/entity/Q12730,FR-70,236659,2017
http://www.wikidata.org/entity/Q11929,CH-SO,273194,2018
http://www.wikidata.org/entity/Q12121,CH-LU,409557,2018
http://www.wikidata.org/entity/Q12709,FR-66,474452,2017
http://www.wikidata.org/entity/Q12709,FR-66,476357,2018
http://www.wikidata.org/entity/Q12709,FR-66,479979,2019
http://www.wikidata.org/entity/Q13723,PH-AKL,615475,2020
http://www.wikidata.org/entity/Q13739,PH-BAN,853373,2020
http://www.wikidata.org/entity/Q12784,FR-95,1228618,2017
http://www.wikidata.org/entity/Q12784,FR-95,1238581,2018
http://www.wikidata.org/entity/Q12784,FR-95,1249674,2019
http://www.wikidata.org/entity/Q12758,FR-76,1254378,2017
http://www.wikidata.org/entity/Q12758,FR-76,1255633,2019
http://www.wikidata.org/entity/Q12758,FR-76,1255883,2018
http://www.wikidata.org/entity/Q12820,FR-78,1438266,2017
http://www.wikidata.org/entity/Q12820,FR-78,1441398,2018
http://www.wikidata.org/entity/Q12820,FR-78,1448207,2019
http://www.wikidata.org/entity/Q13753,PH-BUK,1541308,2020
http://www.wikidata.org/entity/Q617375,JP-34,2790804,2021
http://www.wikidata.org/entity/Q691842,LU-DI,32244,2017
http://www.wikidata.org/entity/Q691842,LU-DI,32543,2018
http://www.wikidata.org/entity/Q691842,LU-DI,33216,2019
http://www.wikidata.org/entity/Q691842,LU-DI,33782,2020
http://www.wikidata.org/entity/Q691842,LU-DI,33944,2021
http://www.wikidata.org/entity/Q684307,GB-WGN,326088,2018
http://www.wikidata.org/entity/Q684307,GB-WGN,330712,2020
http://www.wikidata.org/entity/Q587328,SI-059,10406,2018
http://www.wikidata.org/entity/Q587328,SI-059,10407,2018
http://www.wikidata.org/entity/Q587328,SI-059,10426,2020
http://www.wikidata.org/entity/Q587328,SI-059,10437,2017
http://www.wikidata.org/entity/Q587328,SI-059,10464,2019
http://www.wikidata.org/entity/Q587328,SI-059,10474,2020
http://www.wikidata.org/entity/Q587328,SI-059,10506,2017
http://www.wikidata.org/entity/Q1612,US-AR,3011524,2020
http://www.wikidata.org/entity/Q2841,CO-DC,7743955,2020
http://www.wikidata.org/entity/Q1952,CA-NS,957600,2017
http://www.wikidata.org/entity/Q1863,AD-07,22151,2018
http://www.wikidata.org/entity/Q2841,CO-DC,7200000,2019
http://www.wikidata.org/entity/Q1858,VN-HN,8246600,2020
http://www.wikidata.org/entity/Q2792,RU-TUL,1432570,2022
http://www.wikidata.org/entity/Q2120,CL-AT,286168,2017
http://www.wikidata.org/entity/Q2240,RU-NGR,592415,2021
http://www.wikidata.org/entity/Q1773,LV-RIX,614618,2021
http://www.wikidata.org/entity/Q2240,RU-NGR,606476,2018
http://www.wikidata.org/entity/Q1773,LV-RIX,627487,2020
http://www.wikidata.org/entity/Q1773,LV-RIX,632614,2019
http://www.wikidata.org/entity/Q1773,LV-RIX,637971,2018
http://www.wikidata.org/entity/Q1773,LV-RIX,641423,2017
http://www.wikidata.org/entity/Q1965,CA-NB,760868,2017
http://www.wikidata.org/entity/Q2133,CL-LI,914555,2017
http://www.wikidata.org/entity/Q1952,CA-NS,969383,2021
http://www.wikidata.org/entity/Q2448,RU-YAR,1241424,2021
http://www.wikidata.org/entity/Q2448,RU-YAR,1265684,2018
http://www.wikidata.org/entity/Q2792,RU-TUL,1449115,2021
http://www.wikidata.org/entity/Q2792,RU-TUL,1491855,2018
http://www.wikidata.org/entity/Q2170,CL-BI,1556805,2017
http://www.wikidata.org/entity/Q13947,FR-CVL,2572853,2018
http://www.wikidata.org/entity/Q13947,FR-CVL,2576252,2017
http://www.wikidata.org/entity/Q15094,IT-BI,169560,2021
http://www.wikidata.org/entity/Q15884,SI-048,15702,2020
http://www.wikidata.org/entity/Q15884,SI-048,15771,2018
http://www.wikidata.org/entity/Q13947,FR-CVL,2573180,2019
http://www.wikidata.org/entity/Q13884,PH-SLE,429573,2020
http://www.wikidata.org/entity/Q13866,PH-NUV,497432,2020
http://www.wikidata.org/entity/Q13867,PH-MDC,525354,2020
http://www.wikidata.org/entity/Q15104,FR-PAC,5030890,2017
http://www.wikidata.org/entity/Q15104,FR-PAC,5052832,2018
http://www.wikidata.org/entity/Q13891,PH-SUR,642255,2020
http://www.wikidata.org/entity/Q15104,FR-PAC,5081101,2019
http://www.wikidata.org/entity/Q15176,CN-GX,50126804,2020
http://www.wikidata.org/entity/Q13843,PH-LAS,1195518,2020
http://www.wikidata.org/entity/Q1214,US-WY,576851,2020
http://www.wikidata.org/entity/Q1393,US-DE,989948,2020
http://www.wikidata.org/entity/Q1527,US-MN,5706494,2020
http://www.wikidata.org/entity/Q1261,US-CO,5773714,2020
http://www.wikidata.org/entity/Q1371,US-WV,1793716,2020
http://www.wikidata.org/entity/Q1221,US-ID,1839106,2020
http://www.wikidata.org/entity/Q1867,TW-TPE,2668572,2018
http://www.wikidata.org/entity/Q15919,SI-114,5157,2020
http://www.wikidata.org/entity/Q201074,SI-132,3170,2019
http://www.wikidata.org/entity/Q201074,SI-132,3145,2020
http://www.wikidata.org/entity/Q201074,SI-132,3193,2018
http://www.wikidata.org/entity/Q201074,SI-132,3193,2020
http://www.wikidata.org/entity/Q201074,SI-132,3206,2018
http://www.wikidata.org/entity/Q201074,SI-132,3212,2017
http://www.wikidata.org/entity/Q201074,SI-132,3248,2017
http://www.wikidata.org/entity/Q778147,SI-088,370,2018
http://www.wikidata.org/entity/Q778147,SI-088,347,2020
http://www.wikidata.org/entity/Q778147,SI-088,353,2020
http://www.wikidata.org/entity/Q778147,SI-088,365,2018
http://www.wikidata.org/entity/Q778147,SI-088,366,2019
http://www.wikidata.org/entity/Q778147,SI-088,369,2017
http://www.wikidata.org/entity/Q778147,SI-088,377,2017
http://www.wikidata.org/entity/Q285072,KE-10,1117840,2019
http://www.wikidata.org/entity/Q1852209,KE-46,781263,2019
http://www.wikidata.org/entity/Q5704,FI-14,414012,2021
http://www.wikidata.org/entity/Q23156,GB-DEV,1194166,2018
http://www.wikidata.org/entity/Q23156,GB-DEV,1209773,2020
http://www.wikidata.org/entity/Q1323683,KE-25,459785,2019
http://www.wikidata.org/entity/Q3274762,LV-110,2549,2021
http://www.wikidata.org/entity/Q3274762,LV-110,2575,2020
http://www.wikidata.org/entity/Q3274762,LV-110,2647,2019
http://www.wikidata.org/entity/Q3274762,LV-110,2849,2017
http://www.wikidata.org/entity/Q1852202,KE-31,2162202,2019
http://www.wikidata.org/entity/Q5772,ES-MC,1504607,2020
http://www.wikidata.org/entity/Q5772,ES-MC,1518486,2021
http://www.wikidata.org/entity/Q3299782,ME-11,7938,2017
http://www.wikidata.org/entity/Q3305169,ME-20,20106,2017
http://www.wikidata.org/entity/Q3435478,SI-084,31780,2017
http://www.wikidata.org/entity/Q3435478,SI-084,31638,2018
http://www.wikidata.org/entity/Q3435478,SI-084,31691,2018
http://www.wikidata.org/entity/Q3435478,SI-084,31825,2017
http://www.wikidata.org/entity/Q3435478,SI-084,31932,2019
http://www.wikidata.org/entity/Q2673020,GB-MDB,140545,2018
http://www.wikidata.org/entity/Q2230311,KE-15,610411,2019
http://www.wikidata.org/entity/Q2320320,LV-032,8347,2020
http://www.wikidata.org/entity/Q2320320,LV-032,8394,2019
http://www.wikidata.org/entity/Q2320320,LV-032,8615,2017
http://www.wikidata.org/entity/Q1579101,LV-042,4156,2020
